Source,Target,Type,Label
Samidoun palestinian prisoner solidarity network,Courageous prisoners,Directed,Stands with
Samidoun palestinian prisoner solidarity network,Freedom,Directed,Seeks
Samidoun palestinian prisoner solidarity network,An end to the unjust system of administrative detention,Directed,Seeks
Samidoun palestinian prisoner solidarity network,Mohammed abu aker,Directed,Salutes
Samidoun palestinian prisoner solidarity network,Mustafa hassanat,Directed,Salutes
Samidoun palestinian prisoner solidarity network,Palestinian prisoners' movement,Directed,Expresses support for
Samidoun palestinian prisoner solidarity network,Rising movement against sanctions on gaza,Directed,Expresses support for
Samidoun palestinian prisoner solidarity network,Struggle,Directed,Supports
Samidoun palestinian prisoner solidarity network,The escalation of protests and actions,Directed,Urges
Samidoun palestinian prisoner solidarity network,Palestinian women prisoners,Directed,Salutes
Samidoun palestinian prisoner solidarity network,Supporters of palestine to support prisoners on hunger strike,Directed,Urges
Samidoun palestinian prisoner solidarity network,Use of,Directed,Cited
Samidoun palestinian prisoner solidarity network,Coordinator of,Directed,Is
Samidoun palestinian prisoner solidarity network,Revolutionary life,Directed,Salutes
Samidoun palestinian prisoner solidarity network,Basil al-araj,Directed,Remembers
Samidoun palestinian prisoner solidarity network,Chuck kaufman,Directed,Honors
Samidoun palestinian prisoner solidarity network,Martyrs of sabra and shatila,Directed,Mourns
Samidoun palestinian prisoner solidarity network,Groups and activists,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Twitterstorm,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Activists,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Occupied palestine,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,World,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Twitter,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Updates,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,News,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Struggle,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Palestinian prisoners,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Israeli jails,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,You are not alone,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,We are with you,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Campaign,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Hashtag,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Twitterstorm,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Activists,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Occupied palestine,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,World,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Tweet,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Links,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Message,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Solidarity,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Video,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Palestinian prisoners,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Day,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Hashtag,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,We are with you,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,List,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Sample tweets,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Resources,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Link,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Twitterstorm,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Central time,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Europe,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Palestine,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Us palestinian community network,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Addameer,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Palestinianprisonersday,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Freeourprisoners,Directed,Will be joining
Samidoun palestinian prisoner solidarity network,Organizations and activists,Directed,Thanks and salutes
Samidoun palestinian prisoner solidarity network,Organizations and activists,Directed,Thanks and salutes
Samidoun palestinian prisoner solidarity network,Work,Directed,Growth of
Samidoun palestinian prisoner solidarity network,Solidarity statement,Directed,Issued
Samidoun palestinian prisoner solidarity network,Collective call,Directed,Urges
Samidoun palestinian prisoner solidarity network,Global campaign to return to palestine,Directed,Join
Samidoun palestinian prisoner solidarity network,Emergency demonstration,Directed,Participated in
Samidoun palestinian prisoner solidarity network,Solidarity and action,Directed,Urged
Samidoun palestinian prisoner solidarity network,Posters and signs,Directed,Carried
Samidoun palestinian prisoner solidarity network,Liberation of abdallah,Directed,Demanding
Samidoun palestinian prisoner solidarity network,Liberation of palestine,Directed,Demanding
Samidoun palestinian prisoner solidarity network,Friends of palestine,Directed,Urging
Samidoun palestinian prisoner solidarity network,Ongoing actions,Directed,Join
Samidoun palestinian prisoner solidarity network,Week of action,Directed,Prepare for
Samidoun palestinian prisoner solidarity network,Free,Directed,Will be
Samidoun palestinian prisoner solidarity network,Victorious,Directed,Will be
Samidoun palestinian prisoner solidarity network,Solidarity,Directed,Expresses
Samidoun palestinian prisoner solidarity network,Collectif palestine vaincra,Directed,Is a member organization of
Samidoun palestinian prisoner solidarity network,Action and mobilization,Directed,Urges
Samidoun palestinian prisoner solidarity network,Sacrifices,Directed,Honors
Samidoun palestinian prisoner solidarity network,Samidoun netherlands,Directed,Welcomes the formation of
Samidoun palestinian prisoner solidarity network,National prison strike,Directed,Stands in solidarity with
Samidoun palestinian prisoner solidarity network,Executions,Directed,Condemned
Samidoun palestinian prisoner solidarity network,Arrest,Directed,Condemns
Samidoun palestinian prisoner solidarity network,British government,Directed,Condemns
Samidoun palestinian prisoner solidarity network,Organizers and activists,Directed,Joins
Samidoun palestinian prisoner solidarity network,People around the world committed to palestinian rights,Directed,Urges
Samidoun palestinian prisoner solidarity network,Working class and indigenous people of bolivia,Directed,Extends congratulations to
Samidoun palestinian prisoner solidarity network,International coordinator,Directed,Is
Samidoun palestinian prisoner solidarity network,Al-mayadeen tv,Directed,Will appear on
Samidoun palestinian prisoner solidarity network,Solidarity with palestinian prisoners,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Organizing to defend palestinian women,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Student detainees,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Challenges of mobilizing,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,In-person events,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Difficult or impossible,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Interview,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,English,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Arabic subtitles,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Program,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Airing,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Recorded version,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Initial airing,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,@samidounnetwork channel,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Telegram,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Related,Directed,Will focus on
Samidoun palestinian prisoner solidarity network,Organizations,Directed,Joined
Samidoun palestinian prisoner solidarity network,International day of action on africom,Directed,Endorsed
Samidoun palestinian prisoner solidarity network,Over 175 organizations,Directed,Joined
Samidoun palestinian prisoner solidarity network,Efforts,Directed,Supports
Samidoun palestinian prisoner solidarity network,Ebru timtik,Directed,Mourns
Samidoun palestinian prisoner solidarity network,Condolences,Directed,Expresses
Samidoun palestinian prisoner solidarity network,Daoud al-khatib,Directed,Mourns
Samidoun palestinian prisoner solidarity network,Samah idriss,Directed,Mourns the passing of
