Id,Label
Albertville,Albertville
High court,High court
Israeli date exports to the u.s. are down in recent years,Israeli date exports to the u.s. are down in recent years
Abu diak,Abu diak
Lebanese resistance movement hezbollah,Lebanese resistance movement hezbollah
Liverpool,Liverpool
Al-aqsa,Al-aqsa
Specific demands,Specific demands
Launch of philippines-palestine friendship association,Launch of philippines-palestine friendship association
Attacked,Attacked
A country,A country
Megiddo prison,Megiddo prison
Palestinian women's movement,Palestinian women's movement
Sfu,Sfu
15 surface combatant vessels,15 surface combatant vessels
Haitham siyaj,Haitham siyaj
Meeting with south african ambassador,Meeting with south african ambassador
University of michigan -ann arbor,University of michigan -ann arbor
العنف الصهيوني,العنف الصهيوني
Lawyer-editorialist,Lawyer-editorialist
Against war and occupation,Against war and occupation
Decolonization,Decolonization
Word park,Word park
Parliament hill,Parliament hill
ایالات متحده,ایالات متحده
Freedom tunnel,Freedom tunnel
قوات العدو الصهيوني,قوات العدو الصهيوني
Medical care,Medical care
Women of gaza,Women of gaza
University students,University students
Pre-dawn,Pre-dawn
Campagnevoerder,Campagnevoerder
Egyptian embassy,Egyptian embassy
Me,Me
An anti-corporate influence organization,An anti-corporate influence organization
Related to a global protest,Related to a global protest
Ramallah,Ramallah
A body of water,A body of water
On bir zeit university,On bir zeit university
Palestinian prisoners' hunger strikes,Palestinian prisoners' hunger strikes
40 minutes,40 minutes
Injustice,Injustice
Zémor,Zémor
Palestinian political prisoner,Palestinian political prisoner
Topics,Topics
Condemning state violence,Condemning state violence
Army,Army
Sheikh khader adnan,Sheikh khader adnan
Confronting incipient fascism,Confronting incipient fascism
Sociologist,Sociologist
Warm welcome,Warm welcome
Prisons of the zionists,Prisons of the zionists
کشورهای اتحادیه اروپا,کشورهای اتحادیه اروپا
A token,A token
Governments,Governments
Bob casey's office,Bob casey's office
South african government,South african government
Truth and justice committee 31,Truth and justice committee 31
Terrorist movement,Terrorist movement
Khair abu rujaila,Khair abu rujaila
On armed,On armed
Great return march,Great return march
Hospital,Hospital
Liberation efforts in the u.s.,Liberation efforts in the u.s.
An anti-corporate authoritarianism organization,An anti-corporate authoritarianism organization
Bischof ablon,Bischof ablon
"Another image purporting to ""map"" leading bds organizations and palestine advocacy groups","Another image purporting to ""map"" leading bds organizations and palestine advocacy groups"
Oscar aponte,Oscar aponte
A policy of collective punishment,A policy of collective punishment
Assisting injured protestors,Assisting injured protestors
Dunkerque,Dunkerque
Move organization,Move organization
Demanding to return to their land,Demanding to return to their land
Submission to imperialist powers,Submission to imperialist powers
Gaze towards the international context,Gaze towards the international context
A joseph pease monument,A joseph pease monument
Bds madrid,Bds madrid
Colonial crimes,Colonial crimes
Saturday,Saturday
Wadie haddad,Wadie haddad
Right-wing and racist politicians,Right-wing and racist politicians
Peace in palestine,Peace in palestine
One prison to another,One prison to another
A communist organization,A communist organization
Standing in solidarity with palestinian political prisoners and their families,Standing in solidarity with palestinian political prisoners and their families
Snowy day,Snowy day
22 september 2017,22 september 2017
Gidimt'en camp,Gidimt'en camp
L'avenir palestinien belgique,L'avenir palestinien belgique
Palestinian parliamentary legitimacy,Palestinian parliamentary legitimacy
Leftists,Leftists
51st anniversary,51st anniversary
Sliding scale price,Sliding scale price
The palestinian journalists imprisoned by israel,The palestinian journalists imprisoned by israel
2011,2011
Fighting back in court,Fighting back in court
Group of prominent voices,Group of prominent voices
الأطر المؤاتية,الأطر المؤاتية
Leaders who are being arrested,Leaders who are being arrested
Bank account of jewish voices for a just peace,Bank account of jewish voices for a just peace
A benchmark,A benchmark
Arab and international perspectives,Arab and international perspectives
Secretary of the general assembly,Secretary of the general assembly
Alfredo feres neto,Alfredo feres neto
Kvindernes kampdag,Kvindernes kampdag
عزل,عزل
Block the boat coalition ny/nj,Block the boat coalition ny/nj
Frank deale,Frank deale
Lawyers from the palestinian prisoners' affairs commission,Lawyers from the palestinian prisoners' affairs commission
Burns over 50% of her body,Burns over 50% of her body
The peace process,The peace process
Silenced,Silenced
Path of settler-colonial zionist project,Path of settler-colonial zionist project
Unsanitary conditions,Unsanitary conditions
Jasmine perez,Jasmine perez
Woking,Woking
Taken,Taken
Demand for official recognition of racism,Demand for official recognition of racism
Live interview,Live interview
Workers' movements,Workers' movements
A session,A session
Facebook page,Facebook page
Steven salaitawas,Steven salaitawas
Denied that right for decades,Denied that right for decades
61 partner institutions,61 partner institutions
Torkil lauesen,Torkil lauesen
Media reports,Media reports
Battle of the checkpoints,Battle of the checkpoints
Selda,Selda
Anti-imperialist alternative,Anti-imperialist alternative
مهند جمال حمودة,مهند جمال حمودة
A champion of liberation,A champion of liberation
Palestinian university students,Palestinian university students
Palestina libre murcia,Palestina libre murcia
William robinson,William robinson
The next generation of palestinians struggling for liberation,The next generation of palestinians struggling for liberation
Directed by,Directed by
Resisting state violence and repression,Resisting state violence and repression
Palestinestrike,Palestinestrike
Benyamin netanyahu to release salah,Benyamin netanyahu to release salah
Cases,Cases
20 may 2018 elections,20 may 2018 elections
An improvement,An improvement
Extension,Extension
Symbolic action,Symbolic action
River thames,River thames
International coalition for human rights in the philippines,International coalition for human rights in the philippines
Dr. greg bird,Dr. greg bird
A strong supporter of the palestinian cause,A strong supporter of the palestinian cause
Toolkit,Toolkit
Imprisonment of ahmad sa'adat,Imprisonment of ahmad sa'adat
Confront racism and exclusion,Confront racism and exclusion
Mcmaster university,Mcmaster university
Unitary campaign for the liberation of georges abdallah,Unitary campaign for the liberation of georges abdallah
Brought to you by canada palestine association,Brought to you by canada palestine association
Marginalized people in the united states of america,Marginalized people in the united states of america
Malak mohammed salman,Malak mohammed salman
On 2 july 2017,On 2 july 2017
Political solution,Political solution
7 months,7 months
Tijwal safar,Tijwal safar
Palestinian and arab institutions,Palestinian and arab institutions
18 september,18 september
American muslims for palestine new jersey chapter,American muslims for palestine new jersey chapter
A network sharing palestinian prisoners' day of solidarity against colonial imprisonment,A network sharing palestinian prisoners' day of solidarity against colonial imprisonment
